,insertion_timestamp,device_id,Soil moisture,device_name
160,2025-01-13T19:44:09.000Z,e86e69e2-5751-4500-983a-3b82ed793cfb,41,Moisture Sensor
161,2025-01-13T19:44:10.000Z,e86e69e2-5751-4500-983a-3b82ed793cfb,41,Moisture Sensor
162,2025-01-13T19:44:11.000Z,e86e69e2-5751-4500-983a-3b82ed793cfb,41,Moisture Sensor
163,2025-01-13T19:44:12.000Z,e86e69e2-5751-4500-983a-3b82ed793cfb,41,Moisture Sensor
164,2025-01-13T19:44:13.000Z,e86e69e2-5751-4500-983a-3b82ed793cfb,41,Moisture Sensor
165,2025-01-13T19:44:14.000Z,e86e69e2-5751-4500-983a-3b82ed793cfb,41,Moisture Sensor
166,2025-01-13T19:44:15.000Z,e86e69e2-5751-4500-983a-3b82ed793cfb,41,Moisture Sensor
167,2025-01-13T19:44:16.000Z,e86e69e2-5751-4500-983a-3b82ed793cfb,40,Moisture Sensor
168,2025-01-13T19:44:17.000Z,e86e69e2-5751-4500-983a-3b82ed793cfb,41,Moisture Sensor
169,2025-01-13T19:44:18.000Z,e86e69e2-5751-4500-983a-3b82ed793cfb,41,Moisture Sensor
170,2025-01-13T19:44:19.000Z,e86e69e2-5751-4500-983a-3b82ed793cfb,41,Moisture Sensor
171,2025-01-13T19:44:20.000Z,e86e69e2-5751-4500-983a-3b82ed793cfb,41,Moisture Sensor
172,2025-01-13T19:44:21.000Z,e86e69e2-5751-4500-983a-3b82ed793cfb,41,Moisture Sensor
173,2025-01-13T19:44:22.000Z,e86e69e2-5751-4500-983a-3b82ed793cfb,41,Moisture Sensor
174,2025-01-13T19:44:23.000Z,e86e69e2-5751-4500-983a-3b82ed793cfb,41,Moisture Sensor
175,2025-01-13T19:44:24.000Z,e86e69e2-5751-4500-983a-3b82ed793cfb,41,Moisture Sensor
176,2025-01-13T19:44:25.000Z,e86e69e2-5751-4500-983a-3b82ed793cfb,41,Moisture Sensor
177,2025-01-13T19:44:26.000Z,e86e69e2-5751-4500-983a-3b82ed793cfb,41,Moisture Sensor
178,2025-01-13T19:44:27.000Z,e86e69e2-5751-4500-983a-3b82ed793cfb,41,Moisture Sensor
179,2025-01-13T19:44:28.000Z,e86e69e2-5751-4500-983a-3b82ed793cfb,40,Moisture Sensor
180,2025-01-13T19:44:29.000Z,e86e69e2-5751-4500-983a-3b82ed793cfb,41,Moisture Sensor
181,2025-01-13T19:44:30.000Z,e86e69e2-5751-4500-983a-3b82ed793cfb,41,Moisture Sensor
182,2025-01-13T19:44:31.000Z,e86e69e2-5751-4500-983a-3b82ed793cfb,41,Moisture Sensor
183,2025-01-13T19:44:32.000Z,e86e69e2-5751-4500-983a-3b82ed793cfb,41,Moisture Sensor
184,2025-01-13T19:44:33.000Z,e86e69e2-5751-4500-983a-3b82ed793cfb,41,Moisture Sensor
185,2025-01-13T19:44:34.000Z,e86e69e2-5751-4500-983a-3b82ed793cfb,41,Moisture Sensor
186,2025-01-13T19:44:35.000Z,e86e69e2-5751-4500-983a-3b82ed793cfb,41,Moisture Sensor
187,2025-01-13T19:44:36.000Z,e86e69e2-5751-4500-983a-3b82ed793cfb,41,Moisture Sensor
188,2025-01-13T19:44:37.000Z,e86e69e2-5751-4500-983a-3b82ed793cfb,41,Moisture Sensor
189,2025-01-13T19:44:38.000Z,e86e69e2-5751-4500-983a-3b82ed793cfb,41,Moisture Sensor
190,2025-01-13T19:44:39.000Z,e86e69e2-5751-4500-983a-3b82ed793cfb,41,Moisture Sensor
191,2025-01-13T19:44:40.000Z,e86e69e2-5751-4500-983a-3b82ed793cfb,41,Moisture Sensor
192,2025-01-13T19:44:41.000Z,e86e69e2-5751-4500-983a-3b82ed793cfb,41,Moisture Sensor
193,2025-01-13T19:44:42.000Z,e86e69e2-5751-4500-983a-3b82ed793cfb,41,Moisture Sensor
194,2025-01-13T19:44:43.000Z,e86e69e2-5751-4500-983a-3b82ed793cfb,41,Moisture Sensor
195,2025-01-13T19:44:44.000Z,e86e69e2-5751-4500-983a-3b82ed793cfb,41,Moisture Sensor
196,2025-01-13T19:44:45.000Z,e86e69e2-5751-4500-983a-3b82ed793cfb,41,Moisture Sensor
197,2025-01-13T19:44:46.000Z,e86e69e2-5751-4500-983a-3b82ed793cfb,41,Moisture Sensor
198,2025-01-13T19:44:47.000Z,e86e69e2-5751-4500-983a-3b82ed793cfb,41,Moisture Sensor
199,2025-01-13T19:44:48.000Z,e86e69e2-5751-4500-983a-3b82ed793cfb,41,Moisture Sensor
200,2025-01-13T19:44:49.000Z,e86e69e2-5751-4500-983a-3b82ed793cfb,41,Moisture Sensor
201,2025-01-13T19:44:50.000Z,e86e69e2-5751-4500-983a-3b82ed793cfb,41,Moisture Sensor
202,2025-01-13T19:44:51.000Z,e86e69e2-5751-4500-983a-3b82ed793cfb,41,Moisture Sensor
203,2025-01-13T19:44:52.000Z,e86e69e2-5751-4500-983a-3b82ed793cfb,41,Moisture Sensor
204,2025-01-13T19:44:53.000Z,e86e69e2-5751-4500-983a-3b82ed793cfb,42,Moisture Sensor
205,2025-01-13T19:44:54.000Z,e86e69e2-5751-4500-983a-3b82ed793cfb,41,Moisture Sensor
206,2025-01-13T19:44:55.000Z,e86e69e2-5751-4500-983a-3b82ed793cfb,42,Moisture Sensor
207,2025-01-13T19:44:56.000Z,e86e69e2-5751-4500-983a-3b82ed793cfb,40,Moisture Sensor
208,2025-01-13T19:44:57.000Z,e86e69e2-5751-4500-983a-3b82ed793cfb,42,Moisture Sensor
209,2025-01-13T19:44:58.000Z,e86e69e2-5751-4500-983a-3b82ed793cfb,41,Moisture Sensor
210,2025-01-13T19:44:59.000Z,e86e69e2-5751-4500-983a-3b82ed793cfb,42,Moisture Sensor
211,2025-01-13T19:45:00.000Z,e86e69e2-5751-4500-983a-3b82ed793cfb,41,Moisture Sensor
212,2025-01-13T19:45:01.000Z,e86e69e2-5751-4500-983a-3b82ed793cfb,42,Moisture Sensor
213,2025-01-13T19:45:02.000Z,e86e69e2-5751-4500-983a-3b82ed793cfb,42,Moisture Sensor
214,2025-01-13T19:45:03.000Z,e86e69e2-5751-4500-983a-3b82ed793cfb,42,Moisture Sensor
215,2025-01-13T19:45:04.000Z,e86e69e2-5751-4500-983a-3b82ed793cfb,41,Moisture Sensor
216,2025-01-13T19:45:05.000Z,e86e69e2-5751-4500-983a-3b82ed793cfb,42,Moisture Sensor
217,2025-01-13T19:45:06.000Z,e86e69e2-5751-4500-983a-3b82ed793cfb,41,Moisture Sensor
218,2025-01-13T19:45:07.000Z,e86e69e2-5751-4500-983a-3b82ed793cfb,42,Moisture Sensor
219,2025-01-13T19:45:08.000Z,e86e69e2-5751-4500-983a-3b82ed793cfb,41,Moisture Sensor
220,2025-01-13T19:45:09.000Z,e86e69e2-5751-4500-983a-3b82ed793cfb,42,Moisture Sensor
221,2025-01-13T19:45:10.000Z,e86e69e2-5751-4500-983a-3b82ed793cfb,41,Moisture Sensor
222,2025-01-13T19:45:11.000Z,e86e69e2-5751-4500-983a-3b82ed793cfb,42,Moisture Sensor
223,2025-01-13T19:45:12.000Z,e86e69e2-5751-4500-983a-3b82ed793cfb,42,Moisture Sensor
224,2025-01-13T19:45:13.000Z,e86e69e2-5751-4500-983a-3b82ed793cfb,42,Moisture Sensor
225,2025-01-13T19:45:14.000Z,e86e69e2-5751-4500-983a-3b82ed793cfb,41,Moisture Sensor
226,2025-01-13T19:45:15.000Z,e86e69e2-5751-4500-983a-3b82ed793cfb,42,Moisture Sensor
227,2025-01-13T19:45:16.000Z,e86e69e2-5751-4500-983a-3b82ed793cfb,42,Moisture Sensor
228,2025-01-13T19:45:17.000Z,e86e69e2-5751-4500-983a-3b82ed793cfb,42,Moisture Sensor
229,2025-01-13T19:45:18.000Z,e86e69e2-5751-4500-983a-3b82ed793cfb,42,Moisture Sensor
230,2025-01-13T19:45:19.000Z,e86e69e2-5751-4500-983a-3b82ed793cfb,42,Moisture Sensor
231,2025-01-13T19:45:20.000Z,e86e69e2-5751-4500-983a-3b82ed793cfb,41,Moisture Sensor
232,2025-01-13T19:45:21.000Z,e86e69e2-5751-4500-983a-3b82ed793cfb,42,Moisture Sensor
233,2025-01-13T19:45:22.000Z,e86e69e2-5751-4500-983a-3b82ed793cfb,42,Moisture Sensor
234,2025-01-13T19:45:23.000Z,e86e69e2-5751-4500-983a-3b82ed793cfb,42,Moisture Sensor
235,2025-01-13T19:45:24.000Z,e86e69e2-5751-4500-983a-3b82ed793cfb,41,Moisture Sensor
236,2025-01-13T19:45:25.000Z,e86e69e2-5751-4500-983a-3b82ed793cfb,42,Moisture Sensor
237,2025-01-13T19:45:26.000Z,e86e69e2-5751-4500-983a-3b82ed793cfb,42,Moisture Sensor
238,2025-01-13T19:45:27.000Z,e86e69e2-5751-4500-983a-3b82ed793cfb,42,Moisture Sensor
239,2025-01-13T19:45:28.000Z,e86e69e2-5751-4500-983a-3b82ed793cfb,42,Moisture Sensor
240,2025-01-13T19:45:29.000Z,e86e69e2-5751-4500-983a-3b82ed793cfb,42,Moisture Sensor
241,2025-01-13T19:45:30.000Z,e86e69e2-5751-4500-983a-3b82ed793cfb,42,Moisture Sensor
242,2025-01-13T19:45:31.000Z,e86e69e2-5751-4500-983a-3b82ed793cfb,42,Moisture Sensor
243,2025-01-13T19:45:32.000Z,e86e69e2-5751-4500-983a-3b82ed793cfb,42,Moisture Sensor
244,2025-01-13T19:45:33.000Z,e86e69e2-5751-4500-983a-3b82ed793cfb,42,Moisture Sensor
245,2025-01-13T19:45:34.000Z,e86e69e2-5751-4500-983a-3b82ed793cfb,42,Moisture Sensor
246,2025-01-13T19:45:35.000Z,e86e69e2-5751-4500-983a-3b82ed793cfb,42,Moisture Sensor
