Unnamed: 0,insertion_timestamp,Soil moisture,Raining,Temperature,Humidity,Weather Condition,Predicted Weather Condition
82,2025-01-13T19:42:51.000Z,40,0,28.0,66,Sunny,2
83,2025-01-13T19:42:52.000Z,39,0,28.0,66,Sunny,2
84,2025-01-13T19:42:53.000Z,40,0,28.0,66,Sunny,2
85,2025-01-13T19:42:54.000Z,39,0,28.0,66,Sunny,2
86,2025-01-13T19:42:55.000Z,40,0,28.0,66,Sunny,2
87,2025-01-13T19:42:56.000Z,40,0,28.0,66,Sunny,2
88,2025-01-13T19:42:57.000Z,40,0,28.0,66,Sunny,2
89,2025-01-13T19:42:58.000Z,39,0,28.0,66,Sunny,2
90,2025-01-13T19:42:59.000Z,40,0,28.0,66,Sunny,2
91,2025-01-13T19:43:00.000Z,40,0,28.0,66,Sunny,2
92,2025-01-13T19:43:01.000Z,40,0,28.0,66,Sunny,2
93,2025-01-13T19:43:02.000Z,40,0,28.0,66,Sunny,2
94,2025-01-13T19:43:03.000Z,40,0,28.0,66,Sunny,2
95,2025-01-13T19:43:04.000Z,40,0,28.0,66,Sunny,2
96,2025-01-13T19:43:05.000Z,40,0,28.0,66,Sunny,2
97,2025-01-13T19:43:06.000Z,40,0,28.0,66,Sunny,2
98,2025-01-13T19:43:07.000Z,40,0,28.0,66,Sunny,2
99,2025-01-13T19:43:08.000Z,40,0,28.0,66,Sunny,2
100,2025-01-13T19:43:09.000Z,40,0,28.0,66,Sunny,2
101,2025-01-13T19:43:10.000Z,40,0,28.0,66,Sunny,2
102,2025-01-13T19:43:11.000Z,40,0,28.0,66,Sunny,2
103,2025-01-13T19:43:12.000Z,39,0,28.0,66,Sunny,2
104,2025-01-13T19:43:13.000Z,40,0,28.0,66,Sunny,2
105,2025-01-13T19:43:14.000Z,39,0,28.0,66,Sunny,2
106,2025-01-13T19:43:15.000Z,40,0,28.0,66,Sunny,2
107,2025-01-13T19:43:16.000Z,39,0,28.0,66,Sunny,2
108,2025-01-13T19:43:17.000Z,40,0,28.0,66,Sunny,2
109,2025-01-13T19:43:18.000Z,40,0,28.0,66,Sunny,2
110,2025-01-13T19:43:19.000Z,40,0,28.0,66,Sunny,2
111,2025-01-13T19:43:20.000Z,40,0,28.0,66,Sunny,2
112,2025-01-13T19:43:21.000Z,40,0,28.0,66,Sunny,2
113,2025-01-13T19:43:22.000Z,40,0,28.0,66,Sunny,2
114,2025-01-13T19:43:23.000Z,40,0,28.0,66,Sunny,2
115,2025-01-13T19:43:24.000Z,40,0,28.0,66,Sunny,2
116,2025-01-13T19:43:25.000Z,40,0,28.0,66,Sunny,2
117,2025-01-13T19:43:26.000Z,40,0,28.0,66,Sunny,2
118,2025-01-13T19:43:27.000Z,41,0,28.0,66,Sunny,2
119,2025-01-13T19:43:28.000Z,40,0,28.0,66,Sunny,2
120,2025-01-13T19:43:29.000Z,40,0,28.0,66,Sunny,2
121,2025-01-13T19:43:30.000Z,40,0,28.0,66,Sunny,2
122,2025-01-13T19:43:31.000Z,40,0,28.0,66,Sunny,2
123,2025-01-13T19:43:32.000Z,40,0,28.0,66,Sunny,2
124,2025-01-13T19:43:33.000Z,40,0,28.0,66,Sunny,2
125,2025-01-13T19:43:34.000Z,40,0,28.0,66,Sunny,2
126,2025-01-13T19:43:35.000Z,40,0,28.0,66,Sunny,2
127,2025-01-13T19:43:36.000Z,40,0,28.0,66,Sunny,2
128,2025-01-13T19:43:37.000Z,40,0,28.0,66,Sunny,2
129,2025-01-13T19:43:38.000Z,40,0,28.0,66,Sunny,2
130,2025-01-13T19:43:39.000Z,41,0,28.0,66,Sunny,2
131,2025-01-13T19:43:40.000Z,40,0,28.0,66,Sunny,2
132,2025-01-13T19:43:41.000Z,41,0,28.0,66,Sunny,2
133,2025-01-13T19:43:42.000Z,40,0,28.0,66,Sunny,2
134,2025-01-13T19:43:43.000Z,41,0,28.0,66,Sunny,2
135,2025-01-13T19:43:44.000Z,40,0,28.0,66,Sunny,2
136,2025-01-13T19:43:45.000Z,41,0,28.0,66,Sunny,2
137,2025-01-13T19:43:46.000Z,40,0,28.0,66,Sunny,2
138,2025-01-13T19:43:47.000Z,41,0,28.0,66,Sunny,2
139,2025-01-13T19:43:48.000Z,40,0,28.0,66,Sunny,2
140,2025-01-13T19:43:49.000Z,41,0,28.0,66,Sunny,2
141,2025-01-13T19:43:50.000Z,40,0,28.0,66,Sunny,2
142,2025-01-13T19:43:51.000Z,41,0,28.0,66,Sunny,2
143,2025-01-13T19:43:52.000Z,40,0,28.0,66,Sunny,2
144,2025-01-13T19:43:53.000Z,41,0,28.0,66,Sunny,2
145,2025-01-13T19:43:54.000Z,41,0,28.0,66,Sunny,2
146,2025-01-13T19:43:55.000Z,41,0,28.0,66,Sunny,2
147,2025-01-13T19:43:56.000Z,40,0,28.0,66,Sunny,2
148,2025-01-13T19:43:57.000Z,41,0,28.0,66,Sunny,2
149,2025-01-13T19:43:58.000Z,40,0,28.0,66,Sunny,2
150,2025-01-13T19:43:59.000Z,41,0,28.0,66,Sunny,2
151,2025-01-13T19:44:00.000Z,40,0,28.0,66,Sunny,2
152,2025-01-13T19:44:01.000Z,41,0,28.0,66,Sunny,2
153,2025-01-13T19:44:02.000Z,41,0,28.0,66,Sunny,2
154,2025-01-13T19:44:03.000Z,41,0,28.0,66,Sunny,2
155,2025-01-13T19:44:04.000Z,41,0,28.0,66,Sunny,2
156,2025-01-13T19:44:05.000Z,41,0,28.0,66,Sunny,2
157,2025-01-13T19:44:06.000Z,41,0,28.0,66,Sunny,2
158,2025-01-13T19:44:07.000Z,41,0,28.0,66,Sunny,2
159,2025-01-13T19:44:08.000Z,41,0,28.0,66,Sunny,2
160,2025-01-13T19:44:09.000Z,41,0,28.0,66,Sunny,2
161,2025-01-13T19:44:10.000Z,41,0,28.0,66,Sunny,2
162,2025-01-13T19:44:11.000Z,41,0,28.0,66,Sunny,2
163,2025-01-13T19:44:12.000Z,41,0,28.0,66,Sunny,2
164,2025-01-13T19:44:13.000Z,41,0,28.0,66,Sunny,2
165,2025-01-13T19:44:14.000Z,41,0,28.0,66,Sunny,2
166,2025-01-13T19:44:15.000Z,41,0,28.0,66,Sunny,2
167,2025-01-13T19:44:16.000Z,40,0,28.0,66,Sunny,2
168,2025-01-13T19:44:17.000Z,41,0,28.0,66,Sunny,2
169,2025-01-13T19:44:18.000Z,41,0,28.0,66,Sunny,2
170,2025-01-13T19:44:19.000Z,41,0,28.0,66,Sunny,2
171,2025-01-13T19:44:20.000Z,41,0,28.0,66,Sunny,2
172,2025-01-13T19:44:21.000Z,41,0,28.0,66,Sunny,2
173,2025-01-13T19:44:22.000Z,41,0,28.0,66,Sunny,2
174,2025-01-13T19:44:23.000Z,41,0,28.0,66,Sunny,2
175,2025-01-13T19:44:24.000Z,41,0,28.0,66,Sunny,2
176,2025-01-13T19:44:25.000Z,41,0,28.0,66,Sunny,2
177,2025-01-13T19:44:26.000Z,41,0,28.0,66,Sunny,2
178,2025-01-13T19:44:27.000Z,41,0,28.0,66,Sunny,2
179,2025-01-13T19:44:28.000Z,40,0,28.0,66,Sunny,2
180,2025-01-13T19:44:29.000Z,41,0,28.0,66,Sunny,2
181,2025-01-13T19:44:30.000Z,41,0,28.0,66,Sunny,2
182,2025-01-13T19:44:31.000Z,41,0,28.0,66,Sunny,2
183,2025-01-13T19:44:32.000Z,41,0,28.0,66,Sunny,2
184,2025-01-13T19:44:33.000Z,41,0,28.0,66,Sunny,2
185,2025-01-13T19:44:34.000Z,41,0,28.0,66,Sunny,2
186,2025-01-13T19:44:35.000Z,41,0,28.0,66,Sunny,2
187,2025-01-13T19:44:36.000Z,41,0,28.0,66,Sunny,2
188,2025-01-13T19:44:37.000Z,41,0,28.0,66,Sunny,2
189,2025-01-13T19:44:38.000Z,41,0,28.0,66,Sunny,2
190,2025-01-13T19:44:39.000Z,41,0,28.0,66,Sunny,2
191,2025-01-13T19:44:40.000Z,41,0,28.0,66,Sunny,2
192,2025-01-13T19:44:41.000Z,41,0,28.0,66,Sunny,2
193,2025-01-13T19:44:42.000Z,41,0,28.0,66,Sunny,2
194,2025-01-13T19:44:43.000Z,41,0,28.0,66,Sunny,2
195,2025-01-13T19:44:44.000Z,41,0,28.0,66,Sunny,2
196,2025-01-13T19:44:45.000Z,41,0,28.0,66,Sunny,2
197,2025-01-13T19:44:46.000Z,41,0,28.0,66,Sunny,2
198,2025-01-13T19:44:47.000Z,41,0,28.0,66,Sunny,2
199,2025-01-13T19:44:48.000Z,41,0,28.0,66,Sunny,2
200,2025-01-13T19:44:49.000Z,41,0,28.0,66,Sunny,2
201,2025-01-13T19:44:50.000Z,41,0,28.0,66,Sunny,2
202,2025-01-13T19:44:51.000Z,41,0,28.0,66,Sunny,2
203,2025-01-13T19:44:52.000Z,41,0,28.0,66,Sunny,2
204,2025-01-13T19:44:53.000Z,42,0,28.0,66,Sunny,2
205,2025-01-13T19:44:54.000Z,41,0,28.0,66,Sunny,2
206,2025-01-13T19:44:55.000Z,42,0,28.0,66,Sunny,2
207,2025-01-13T19:44:56.000Z,40,0,28.0,66,Sunny,2
208,2025-01-13T19:44:57.000Z,42,0,28.0,66,Sunny,2
209,2025-01-13T19:44:58.000Z,41,0,28.0,66,Sunny,2
210,2025-01-13T19:44:59.000Z,42,0,28.0,66,Sunny,2
211,2025-01-13T19:45:00.000Z,41,0,28.0,66,Sunny,2
212,2025-01-13T19:45:01.000Z,42,0,28.0,66,Sunny,2
213,2025-01-13T19:45:02.000Z,42,0,28.0,66,Sunny,2
214,2025-01-13T19:45:03.000Z,42,0,28.0,66,Sunny,2
215,2025-01-13T19:45:04.000Z,41,0,28.0,66,Sunny,2
216,2025-01-13T19:45:05.000Z,42,0,28.0,66,Sunny,2
217,2025-01-13T19:45:06.000Z,41,0,28.0,66,Sunny,2
218,2025-01-13T19:45:07.000Z,42,0,28.0,66,Sunny,2
219,2025-01-13T19:45:08.000Z,41,0,28.0,66,Sunny,2
220,2025-01-13T19:45:09.000Z,42,0,28.0,66,Sunny,2
221,2025-01-13T19:45:10.000Z,41,0,28.0,66,Sunny,2
222,2025-01-13T19:45:11.000Z,42,0,28.0,66,Sunny,2
223,2025-01-13T19:45:12.000Z,42,0,28.0,66,Sunny,2
224,2025-01-13T19:45:13.000Z,42,0,28.0,66,Sunny,2
225,2025-01-13T19:45:14.000Z,41,0,28.0,66,Sunny,2
226,2025-01-13T19:45:15.000Z,42,0,28.0,66,Sunny,2
227,2025-01-13T19:45:16.000Z,42,0,28.0,66,Sunny,2
228,2025-01-13T19:45:17.000Z,42,0,28.0,66,Sunny,2
229,2025-01-13T19:45:18.000Z,42,0,28.0,66,Sunny,2
230,2025-01-13T19:45:19.000Z,42,0,28.0,66,Sunny,2
231,2025-01-13T19:45:20.000Z,41,0,28.0,66,Sunny,2
232,2025-01-13T19:45:21.000Z,42,0,28.0,66,Sunny,2
233,2025-01-13T19:45:22.000Z,42,0,28.0,66,Sunny,2
234,2025-01-13T19:45:23.000Z,42,0,28.0,66,Sunny,2
235,2025-01-13T19:45:24.000Z,41,0,28.0,66,Sunny,2
236,2025-01-13T19:45:25.000Z,42,0,28.0,66,Sunny,2
237,2025-01-13T19:45:26.000Z,42,0,28.0,66,Sunny,2
238,2025-01-13T19:45:27.000Z,42,0,28.0,66,Sunny,2
239,2025-01-13T19:45:28.000Z,42,0,28.0,66,Sunny,2
240,2025-01-13T19:45:29.000Z,42,0,28.0,66,Sunny,2
241,2025-01-13T19:45:30.000Z,42,0,28.0,66,Sunny,2
242,2025-01-13T19:45:31.000Z,42,0,28.0,66,Sunny,2
243,2025-01-13T19:45:32.000Z,42,0,28.0,66,Sunny,2
244,2025-01-13T19:45:33.000Z,42,0,28.0,66,Sunny,2
245,2025-01-13T19:45:34.000Z,42,0,28.0,66,Sunny,2
246,2025-01-13T19:45:35.000Z,42,0,28.0,66,Sunny,2
247,2025-01-13T19:45:36.000Z,42,0,28.0,66,Sunny,2
248,2025-01-13T19:45:37.000Z,42,0,28.0,66,Sunny,2
249,2025-01-13T19:45:38.000Z,42,0,28.0,66,Sunny,2
250,2025-01-13T19:45:39.000Z,42,0,28.0,66,Sunny,2
251,2025-01-13T19:45:40.000Z,42,0,28.0,66,Sunny,2
252,2025-01-13T19:45:41.000Z,42,0,28.0,66,Sunny,2
253,2025-01-13T19:45:42.000Z,42,0,28.0,66,Sunny,2
254,2025-01-13T19:45:43.000Z,42,0,28.0,66,Sunny,2
255,2025-01-13T19:45:44.000Z,42,0,28.0,66,Sunny,2
256,2025-01-13T19:45:45.000Z,42,0,28.0,66,Sunny,2
257,2025-01-13T19:45:46.000Z,42,0,28.0,66,Sunny,2
258,2025-01-13T19:45:47.000Z,42,0,28.0,66,Sunny,2
259,2025-01-13T19:45:48.000Z,42,0,28.0,66,Sunny,2
260,2025-01-13T19:45:49.000Z,42,0,28.0,66,Sunny,2
261,2025-01-13T19:45:50.000Z,42,0,28.0,66,Sunny,2
262,2025-01-13T19:45:51.000Z,42,0,28.0,66,Sunny,2
263,2025-01-13T19:45:52.000Z,42,0,28.0,66,Sunny,2
264,2025-01-13T19:45:53.000Z,42,0,28.0,66,Sunny,2
265,2025-01-13T19:45:54.000Z,42,0,28.0,66,Sunny,2
266,2025-01-13T19:45:55.000Z,42,0,28.0,66,Sunny,2
267,2025-01-13T19:45:56.000Z,42,0,28.0,66,Sunny,2
268,2025-01-13T19:45:57.000Z,42,0,28.0,66,Sunny,2
269,2025-01-13T19:45:58.000Z,42,0,28.0,66,Sunny,2
270,2025-01-13T19:45:59.000Z,42,0,28.0,66,Sunny,2
271,2025-01-13T19:46:00.000Z,42,0,28.0,66,Sunny,2
272,2025-01-13T19:46:01.000Z,42,0,28.0,66,Sunny,2
273,2025-01-13T19:46:02.000Z,42,0,28.0,66,Sunny,2
274,2025-01-13T19:46:03.000Z,42,0,28.0,66,Sunny,2
275,2025-01-13T19:46:04.000Z,42,0,28.0,66,Sunny,2
276,2025-01-13T19:46:05.000Z,42,0,28.0,66,Sunny,2
277,2025-01-13T19:46:06.000Z,42,0,28.0,66,Sunny,2
278,2025-01-13T19:46:07.000Z,42,0,28.0,66,Sunny,2
279,2025-01-13T19:46:08.000Z,42,0,28.0,66,Sunny,2
280,2025-01-13T19:46:09.000Z,42,0,28.0,66,Sunny,2
281,2025-01-13T19:46:10.000Z,42,0,28.0,66,Sunny,2
282,2025-01-13T19:46:11.000Z,43,0,28.0,66,Sunny,2
283,2025-01-13T19:46:12.000Z,42,0,28.0,66,Sunny,2
284,2025-01-13T19:46:13.000Z,43,0,28.0,66,Sunny,2
285,2025-01-13T19:46:14.000Z,42,0,28.0,66,Sunny,2
286,2025-01-13T19:46:15.000Z,43,0,28.0,66,Sunny,2
287,2025-01-13T19:46:16.000Z,42,0,28.0,66,Sunny,2
288,2025-01-13T19:46:17.000Z,42,0,28.0,66,Sunny,2
289,2025-01-13T19:46:18.000Z,42,0,28.0,66,Sunny,2
290,2025-01-13T19:46:19.000Z,43,0,28.0,66,Sunny,2
291,2025-01-13T19:46:20.000Z,42,0,28.0,66,Sunny,2
292,2025-01-13T19:46:21.000Z,43,0,28.0,66,Sunny,2
293,2025-01-13T19:46:22.000Z,42,0,28.0,66,Sunny,2
294,2025-01-13T19:46:23.000Z,43,0,28.0,66,Sunny,2
295,2025-01-13T19:46:24.000Z,42,0,28.0,66,Sunny,2
296,2025-01-13T19:46:25.000Z,43,0,28.0,66,Sunny,2
297,2025-01-13T19:46:26.000Z,42,0,28.0,66,Sunny,2
298,2025-01-13T19:46:27.000Z,43,0,28.0,66,Sunny,2
299,2025-01-13T19:46:28.000Z,42,0,28.0,66,Sunny,2
300,2025-01-13T19:46:29.000Z,43,0,28.0,66,Sunny,2
301,2025-01-13T19:46:30.000Z,42,0,28.0,66,Sunny,2
302,2025-01-13T19:46:31.000Z,43,0,28.0,66,Sunny,2
303,2025-01-13T19:46:32.000Z,42,0,28.0,66,Sunny,2
304,2025-01-13T19:46:33.000Z,43,0,28.0,66,Sunny,2
305,2025-01-13T19:46:34.000Z,42,0,28.0,66,Sunny,2
306,2025-01-13T19:46:35.000Z,43,0,28.0,66,Sunny,2
307,2025-01-13T19:46:36.000Z,42,0,28.0,66,Sunny,2
308,2025-01-13T19:46:37.000Z,43,0,28.0,66,Sunny,2
309,2025-01-13T19:46:38.000Z,42,0,28.0,66,Sunny,2
310,2025-01-13T19:46:39.000Z,43,0,28.0,66,Sunny,2
311,2025-01-13T19:46:40.000Z,42,0,28.0,66,Sunny,2
312,2025-01-13T19:46:41.000Z,43,0,28.0,66,Sunny,2
313,2025-01-13T19:46:42.000Z,42,0,28.0,66,Sunny,2
314,2025-01-13T19:46:43.000Z,43,0,28.0,66,Sunny,2
315,2025-01-13T19:46:44.000Z,42,0,28.0,66,Sunny,2
316,2025-01-13T19:46:45.000Z,43,0,28.0,66,Sunny,2
317,2025-01-13T19:46:46.000Z,42,0,28.0,66,Sunny,2
318,2025-01-13T19:46:47.000Z,43,0,28.0,66,Sunny,2
319,2025-01-13T19:46:48.000Z,42,0,28.0,66,Sunny,2
320,2025-01-13T19:46:49.000Z,43,0,28.0,66,Sunny,2
321,2025-01-13T19:46:50.000Z,42,0,28.0,66,Sunny,2
322,2025-01-13T19:46:51.000Z,42,0,28.0,66,Sunny,2
323,2025-01-13T19:46:52.000Z,41,0,28.0,66,Sunny,2
324,2025-01-13T19:46:53.000Z,42,0,28.0,66,Sunny,2
325,2025-01-13T19:46:54.000Z,42,0,28.0,66,Sunny,2
326,2025-01-13T19:46:55.000Z,42,0,28.0,66,Sunny,2
327,2025-01-13T19:46:56.000Z,41,0,28.0,66,Sunny,2
328,2025-01-13T19:46:57.000Z,43,0,28.0,66,Sunny,2
329,2025-01-13T19:46:58.000Z,42,0,28.0,66,Sunny,2
330,2025-01-13T19:46:59.000Z,42,0,28.0,66,Sunny,2
331,2025-01-13T19:47:00.000Z,42,0,28.0,66,Sunny,2
332,2025-01-13T19:47:01.000Z,43,0,28.0,66,Sunny,2
333,2025-01-13T19:47:02.000Z,42,0,28.0,66,Sunny,2
334,2025-01-13T19:47:03.000Z,43,0,28.0,66,Sunny,2
335,2025-01-13T19:47:04.000Z,42,0,28.0,66,Sunny,2
336,2025-01-13T19:47:05.000Z,42,0,28.0,66,Sunny,2
337,2025-01-13T19:47:06.000Z,42,0,28.0,66,Sunny,2
338,2025-01-13T19:47:07.000Z,43,0,28.0,66,Sunny,2
339,2025-01-13T19:47:08.000Z,42,0,28.0,66,Sunny,2
340,2025-01-13T19:47:09.000Z,43,0,28.0,66,Sunny,2
341,2025-01-13T19:47:10.000Z,42,0,28.0,66,Sunny,2
342,2025-01-13T19:47:11.000Z,43,0,28.0,66,Sunny,2
343,2025-01-13T19:47:12.000Z,42,0,28.0,66,Sunny,2
344,2025-01-13T19:47:13.000Z,43,0,28.0,66,Sunny,2
345,2025-01-13T19:47:14.000Z,42,0,28.0,66,Sunny,2
346,2025-01-13T19:47:15.000Z,43,0,28.0,66,Sunny,2
347,2025-01-13T19:47:16.000Z,42,0,28.0,66,Sunny,2
348,2025-01-13T19:47:17.000Z,43,0,28.0,66,Sunny,2
349,2025-01-13T19:47:18.000Z,45,0,28.0,66,Sunny,2
350,2025-01-13T19:47:19.000Z,43,0,28.0,66,Sunny,2
351,2025-01-13T19:47:20.000Z,42,0,28.0,66,Sunny,2
352,2025-01-13T19:47:21.000Z,43,0,28.0,66,Sunny,2
353,2025-01-13T19:47:22.000Z,42,0,28.0,66,Sunny,2
354,2025-01-13T19:47:23.000Z,43,0,28.0,66,Sunny,2
355,2025-01-13T19:47:24.000Z,42,0,28.0,66,Sunny,2
356,2025-01-13T19:47:25.000Z,43,0,28.0,66,Sunny,2
357,2025-01-13T19:47:26.000Z,42,0,28.0,66,Sunny,2
358,2025-01-13T19:47:27.000Z,43,0,28.0,66,Sunny,2
359,2025-01-13T19:47:28.000Z,42,0,28.0,66,Sunny,2
360,2025-01-13T19:47:29.000Z,43,0,28.0,66,Sunny,2
361,2025-01-13T19:47:30.000Z,42,0,28.0,66,Sunny,2
362,2025-01-13T19:47:31.000Z,42,0,28.0,66,Sunny,2
363,2025-01-13T19:47:32.000Z,42,0,28.0,66,Sunny,2
364,2025-01-13T19:47:33.000Z,43,0,28.0,66,Sunny,2
365,2025-01-13T19:47:34.000Z,42,0,28.0,66,Sunny,2
366,2025-01-13T19:47:35.000Z,43,0,28.0,66,Sunny,2
367,2025-01-13T19:47:36.000Z,42,0,28.0,66,Sunny,2
368,2025-01-13T19:47:37.000Z,42,0,28.0,66,Sunny,2
369,2025-01-13T19:47:38.000Z,42,0,28.0,66,Sunny,2
370,2025-01-13T19:47:39.000Z,42,0,28.0,66,Sunny,2
371,2025-01-13T19:47:40.000Z,42,0,28.0,66,Sunny,2
372,2025-01-13T19:47:41.000Z,43,0,28.0,66,Sunny,2
373,2025-01-13T19:47:42.000Z,42,0,28.0,66,Sunny,2
374,2025-01-13T19:47:43.000Z,42,0,28.0,66,Sunny,2
375,2025-01-13T19:47:44.000Z,42,0,28.0,66,Sunny,2
376,2025-01-13T19:47:45.000Z,42,0,28.0,66,Sunny,2
377,2025-01-13T19:47:46.000Z,42,0,28.0,66,Sunny,2
378,2025-01-13T19:47:47.000Z,42,0,28.0,66,Sunny,2
379,2025-01-13T19:47:48.000Z,42,0,28.0,66,Sunny,2
380,2025-01-13T19:47:49.000Z,42,0,28.0,66,Sunny,2
381,2025-01-13T19:47:50.000Z,42,0,28.0,66,Sunny,2
382,2025-01-13T19:47:51.000Z,43,0,28.0,66,Sunny,2
383,2025-01-13T19:47:52.000Z,42,0,28.0,66,Sunny,2
